country name,country code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.955940448,8.148320012,4.784711575,4.149052118,9.829617278,7.870708094,5.650125928,8.385017748,5.577729803,7.503134357,6.778505416,8.178045141,7.708915805,5.544900006,2.100071039,5.517564408,8.904474431,6.267686829,4.93912395,0.751895406,-2.261655509,-7.285568852,2.862992703,6.201703581,1.041412269,5.784949498,6.875439664,3.819392963,5.065672856,3.904917795,2.571919975,9.15201618,7.413680559,4.729601446,3.920889571,0.886582088,5.578186399,8.397847841,8.222200687,1.8008246,1.076396317,2.902185091,6.404510783,4.259452774,5.886377313,8.779640959,7.935340515,2.731620422,-1.015718862,4.954320527,4.517746474,5.167582778,3.437273971,3.502352231
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,3.352920893,5.925304312,5.261234049,5.023946028,1.851907746,9.022126543,-0.690662859,-3.216918581,-1.565398796,0.084606262,4.391923345,6.456039253,4.411562131,-0.84568504,0.660393472,1.813159446,-2.743895271,0.693571251,-0.811976106,0.979098323,1.527352946,1.927604377,4.502335505,1.605093277,1.31370955,-0.468154454,2.938721219,2.575218052,2.994288988,3.411549153,3.058982324,3.050287241,4.30296538,4.060890526,2.021275674,3.88261608,6.130335144,4.081756623,3.825780743,7.037562545,3.134500777,1.275359545,-3.880274752,-0.000411266,0.92906027,1.105739962,1.17045294,1.128357974
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,8.583858538,4.826686057,3.434488688,0.984491527,9.476426331,5.427960425,8.709502863,6.595998422,1.088183477,-4.849443009,19.68833449,8.918234752,5.411470669,7.929716566,1.596674541,0.095303565,-2.402172725,3.705539918,0.680083276,-2.948564774,-10.6926974,-11.58060298,-14.8781804,0.716930036,2.457201026,7.838750049,2.785004012,0.155720869,6.191203445,5.915865714,3.182230186,1.42859081,3.791364597,5.770878841,11.20171308,12.0658059,7.262137034,4.116828059,1.449116717,2.388332912,2.802964336,3.014390465,2.686032552,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.305202786,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,20.26629245,16.3620002,7.777405016,9.905568041,5.753245303,2.516997843,6.021710229,5.582180776,8.757895168,4.882539922,3.703950637,7.065250191,8.646777712,7.947426136,7.403999151,0.739501016,9.399999378,0.69999989,5.899999808,6.100000558,1.625018396,2.402460676,5.091645313,4.686084743,5.673380231,3.576056688,3.220606243,2.788196717,4.379398998,3.863109461,4.516829031,4.893239014,3.62071524,-2.042198118,1.390644058,0.261283105,-2.384531145,-5.356745491,-2.255259091
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.61494236,-0.506542349,0.061904248,2.909309465,6.221406001,4.282799044,-0.674271248,-0.316032669,1.438050224,4.294136059,3.051521283,1.64694964,3.601842545,4.947456257,6.4422623,6.87654427,5.529266339,2.710955571,-4.841785296,2.295089687,1.966612632,-0.900306692,-0.528170821,1.978154045
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.132699754,4.300341294,4.777486913,0.890068704,-0.866738895,4.949258392,3.347218088,3.008492877,4.150363333,1.408828659,0.529240537,-0.394840746,1.572410149,2.822947834,2.32793522,2.287339269,1.402151574,3.707235669,3.896551724,5.255006086,5.108261508,1.923807011,-0.956165307,2.45737182,1.737640631,0.817897617,1.84920067,1.979618407,1.987134949,2.962045368,1.695471452,0,-0.709906172,1.169970413,0.706713948,3.700159572,3.260535297,1.082315404,-5.618860435,4.079933305,3.660000155,0.405170675,0.297847586,1.599770392
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.27761666,-0.017966978,-6.620881242,-0.937342557,-3.488261164,-4.115498865,-0.745872137,0.099378566,2.179006178,0.416213954,2.047764413,2.61856229,3.199959365,3.8264761,3.169601169,4.799864683,5.100061387,5.799962619,5.032627058,3.486917489,4.467514526,4.842379573,4.999907255,6.000194324
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,11.77249771,-18.44415398,14.26068471,12.08436862,4.134422099,2.691695741,5.426393654,1.284560626,7.077737298,7.518692187,8.55901728,-0.243166103,5.254898279,0.607930897,2.047356934,1.680944019,1.431325265,1.974719115,2.641783027,1.490817886,4.978087155,0.683294802,0.375310954,0.473103034,-1.753160254,7.687213049,3.250144236,-0.088242377,2.9296875,6.356736243,7.047279215,-1.166666667,0.674536256,0,-1.256281407,0.593723494,3.878583474
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.378832476,5.666822173,0.637021234,9.269938215,4.555254814,2.740910109,3.421605092,3.974947702,6.322485008,2.026089152,3.001883355,4.174997582,3.75923971,-0.815954366,-1.221451732,6.093500398,1.978853936,2.27454664,3.950129277,-0.48754235,-0.886903824,3.713982742,2.651857245,4.165577102,4.024434464,4.94924089,0.28993683,-0.142664103,0.572900399,1.607443631,1.300427042,1.975460501,-0.089605044,5.525396929,3.065175426,2.900132129,3.260895114,2.218139367,2.948016194,3.746890518,0.823156075,0.466298252,0.390091339,2.638951051,2.437029516,3.796742609,0.824417532,-0.717955926,-5.087936061,1.625132918,1.152142525,-0.655226089,-0.486209585,1.088419565
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.31324875,17.04724093,6.50290263,6.764865116,-12.48183392,13.46334483,3.327542288,0.238860485,10.89144583,18.22668288,10.87146607,10.39416408,12.89576373,6.001902902,5.193253357,6.728122643,4.981783949,2.140684677,4.531399217,7.968738509,4.279867479,1.69870863,4.627946349,1.252895975,-2.122534978,3.5219932,10.11736736,2.155963331,4.400538815,-5.454312395,0.944138889,10.51318199,7.222621361,2.303256396,5.493629299,7.131367357,8.004274432,7.010597728,6.715354091,5.656604877,1.809229488,5.788207316,-0.25335881,1.31195822,9.262750074,10.67115484,8.47462478,3.143711457,0.935781295,8.3021528,2.820884491,2.629506208,4.777741912,7.340878366
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.60544133,-19.68504182,34.31372877,5.839413012,6.206898209,-4.80497094,9.452962559,10.79623858,8.433280276,8.862657113,-11.33171916,27.42396948,3.813176298,7.494917704,5.045341612,8.386756483,5.258585985,9.2148357,7.477826553,0.790606971,2.99999609,6.400004115,5.400003025,5.59999653,3.699997253,0.400001002,-0.699997524,-1.000005491,4.400002159,0.800000581,-1.200000584,1.800002301,-2.100000761,-0.899996546,3.799994788,4.09999847,1.099999938,5.100003609,3.200001553,2.200000692,4.612523744,5.599999981,7.200000018,4.300000003,5.900000002,1.699999998,3.399999998,2,1.599979654,3.600169066,2.800018252,3.299991384,2.8,3.80000001
East Asia & Pacific (developing only),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-12.60033971,-0.294509897,6.492282337,10.72772288,10.60514805,8.208916264,-0.92917442,2.131526893,11.17019399,13.31910068,6.4896474,5.151817221,8.858789113,4.158770442,6.763664404,3.06490255,7.704947925,9.863785807,7.122893724,7.20971215,5.695580639,6.136170285,8.322403233,9.652492482,7.673118386,7.014197451,9.185801804,10.04415469,6.183554349,5.675603842,8.343267963,11.07795415,11.22214859,10.89974905,9.84885504,8.955754502,7.096438811,2.242174132,6.226056482,7.509944108,6.708268428,7.886950344,8.774672633,8.955595271,9.712975473,10.8055161,12.2173418,8.427350489,7.557181499,9.832525716,8.456189203,7.451217943,7.157046818,6.745723199
East Asia & Pacific (all income levels),EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.780615176,6.575113848,8.009930017,10.79602835,6.4246416,9.290494936,8.944928148,10.74542988,11.77528452,1.819359592,5.148554224,7.656238443,7.898200239,0.321908284,3.478059022,4.424406439,5.21487435,5.710443465,5.808221326,3.328131722,4.54470338,3.93586504,3.905274951,5.664320746,6.220513719,4.30539636,5.538800003,7.703461215,5.462678969,5.605433322,4.391172071,3.136389177,3.230822372,3.945359001,4.394100937,4.581414702,3.559039182,-0.755331094,2.915129252,4.500246364,2.355785447,3.437905198,3.984452262,4.943488918,4.483864657,5.239478368,6.166506194,2.993790454,0.528765583,7.011028738,4.005105524,4.306201396,4.226740968,3.577623051
Europe & Central Asia (developing only),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.340472197,1.04189912,2.288901888,-5.343202137,-4.07344192,-0.641177032,-7.649446177,2.674691495,4.199172995,4.184326406,1.743724423,-1.827641632,6.162897288,-0.147574793,6.022641184,6.055495237,9.250167246,7.514288226,7.780073666,6.459076853,3.28412721,-4.562146204,6.36993445,6.547264852,2.103256518,3.846676995,2.256485434
Europe & Central Asia (all income levels),ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.351691266,4.83835376,5.159023117,5.531398653,4.309546514,4.365439281,4.414975333,4.986235353,5.561541825,4.727957096,3.706235423,4.749991778,6.017092222,2.220111218,-0.540893426,4.725867085,2.885431548,3.215667315,3.740223698,1.358755618,0.456564929,0.978345453,1.944513489,2.629924869,2.67228185,2.765655764,3.101248745,4.252873112,3.560612631,2.47869106,0.702862198,-0.111291919,-0.551256793,1.566534675,2.636074857,1.899262705,2.903209547,2.681388135,2.894709122,4.206490713,2.193522916,1.633796132,1.725347762,3.05368854,2.582270461,3.774877626,3.536079133,0.838603024,-4.456280037,2.478664537,2.198177372,0.019638747,0.566348114,1.430879973
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.543078652,4.558883964,3.875658364,7.811889623,4.717973158,-0.339525639,4.621073941,1.909438399,4.66923798,6.87192933,6.292606196,5.017640704,13.95068213,11.20850963,10.972154,7.397187619,1.604842112,5.706824945,3.734048401,3.708682969,5.61286412,0.614845354,-0.336868771,2.625273268,3.935001412,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.553575531,3.67498214
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,1.056646077,0.625935028,2.721416454,6.812550215,5.598515675,3.440912069,2.028896625,0.705246827,2.485498649,8.939172851,14.62724783,12.83695849,5.779710067,6.038857115,10.01133525,3.756080783,9.907170891,7.401139441,6.091515221,6.602049905,2.646575808,2.519421535,5.30071893,4.972378568,5.701753295,1.078837988,4.431996098,2.900790819,3.973172159,4.642458795,4.988730544,5.49113151,4.036367064,6.105460406,5.368005967,3.535225678,2.3704891,3.193454737,4.091919177,4.471352758,6.842960581,7.088015962,7.152051032,4.685445186,5.139126089,1.816646645,2.193878354,2.106724617,2.228791014
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.661820532,6.395825187,5.755561398,5.487228259,4.958872966,5.260837875,5.261750637,5.536371906,6.946309547,5.610582563,3.79585678,4.907236872,6.14880897,3.205748155,-0.7618724,5.012648417,3.087002881,3.130694669,3.851324927,2.151675094,0.523327585,0.714677966,1.388013491,2.374778904,2.30786997,2.504845639,2.539778349,4.305943242,4.103062677,3.603810368,2.676514778,1.421964411,-0.657283395,2.475761681,2.470349095,1.735096259,2.72210666,2.968604516,2.994193981,3.873827665,2.150437891,1.006868764,0.703811475,2.275330716,1.697332679,3.24743342,3.055103369,0.477536607,-4.542604463,2.097142502,1.631058932,-0.859378713,-0.296106865,0.887767555
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45476252,21.22141136,2.858379037,9.258838371,7.908684909,1.772582792,0.013480241,-3.141985774,8.75543519,3.005429218,-2.655515842,1.451735534,2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.83867419,9.953438103,9.596498874,5.308510246,6.253134899,7.24606031,4.340338417,6.597020138,8.907015555,4.290932921,4.6494735,8.149745867,7.788465253,5.618785769,0.542203325,3.303791529,2.838574285,1.463003374,0.041546504,2.208728136,-0.132468629,1.246461737,1.770115752,1.78468753,2.321435858,3.253321719,5.547122621,5.094324229,4.8270303,3.781393447,2.546000579,0.929215423,-1.031491774,2.383195323,2.757494028,2.674639067,3.689613998,4.305978447,4.484901183,5.289093179,4.001069225,2.879762121,3.187571476,3.166746501,3.723102943,4.174119116,3.768895263,1.115972755,-3.57381203,0.013786544,-1.000080488,-2.620308512,-1.671971848,1.360770612
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.323887279,11.79859548,4.117324056,-0.856495096,10.56808194,6.328672643,6.07641942,7.416210542,6.294727029,9.373736784,10.27186523,7.748203062,-5.419463511,-14.72440239,2.462773326,7.583125148,5.182578141,1.567795821,2.906537167
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,0.916013858,8.235005718,-2.848021453,-11.14435298,9.661612359,13.8593304,0.503674879,-0.36104418,2.726451783,-7.137479708,-8.672480128,13.14283396,3.18996457,6.127511412,12.42617378,3.133906867,-3.458139148,5.162145824,6.073217492,8.301306322,1.514725693,-2.161359721,13.57260315,11.81876594,10.83472707,11.456167,10.78852168,8.802553202,12.55053834,11.17829624,8.647811635,10.58227004,10.27918702
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.43934871,4.866433593,5.092747368,5.540647789,4.320208259,4.20163974,4.367622991,5.017234462,5.630094181,4.815860758,3.629958918,4.688370484,6.097119659,2.112986909,-0.801606069,4.578807542,2.839437081,3.236029044,3.824181203,1.372004609,0.286612353,1.007728105,1.880460414,2.449566116,2.540745699,2.674168842,3.018504837,4.453276204,3.696367461,2.928822675,1.446509029,1.090099491,-0.089889684,2.877831859,3.043271776,2.017912377,2.803800888,3.035289671,3.022257351,3.888480968,2.235620491,1.350460859,1.331546808,2.526899448,2.096248851,3.344818004,3.083120489,0.450056751,-4.391319997,2.094053214,1.78821608,-0.43580726,0.242754988,1.395066114
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.70619478,4.660679885,4.365950163,3.981260207,4.327356659,7.300164097,7.164190156,10.64670047,4.967622349,1.638509377,2.594471322,-0.009095142,-2.459336351,11.23364815,6.297385893,5.551413054,5.275471936,4.845787527,3.565151037,5.107490537,-9.368213227,14.03406665,2.088505742,-0.932618093
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,5.333907792,2.356920312,7.735485518,6.983827975,3.236533613,1.804897704,0.344382966,0.239510404,2.91970809,7.121926394,5.389047425,1.294774467,3.087354214,3.121057312,3.214128124,3.536693192,2.726138081,3.559095975,5.209858683,5.087701647,0.675783494,-5.914425874,-3.32462938,-0.734493304,3.93926095,4.207130673,3.658833063,6.251807841,5.428512567,4.444134273,5.634847452,2.580792075,1.680325089,1.993984087,3.926057175,2.779955031,4.055197444,5.184800809,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936,-1.121195942,-0.404700297
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.517580341,3.6061037,6.358770678,4.87728137,-2.700268677,0,13.35183275,7.916222296,2.596410963,12.70270626,6.888987411,7.485278875,11.61286808,2.60115104,0.530209854,2.736163022,5.904011483,1.863400801,12.22482087,-1.6034563,6.329989594,-5.978485932,-3.960121867,8.393024574,-4.613475786,7.749906701,-6.615020009,0.955756561,7.438632882,5.80000042,-2.700001239,6.100000707,2.130031135,5.099999897,2.499999369,4.80000002,-2.200000103,1.300002337,8.799998672,-1.699999246,1.999998847,3.200000591,0.999998968,5.300000995,0.699999968,1.85248247,-0.850653611,1.032794285,-1.386037503,2.954673156,-3.050276112,1.634990386,5.351393054,6.944576313
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.506272437,6.672174626,5.347173767,6.518338303,4.778035177,5.214008052,4.688158821,4.25902469,6.990530534,5.727118376,5.34571156,4.541578928,6.310450659,4.291243625,-0.980059534,4.314246107,3.451368946,3.978805853,3.559112323,1.588098817,1.077834319,2.508531254,1.256296474,1.524469431,1.623244589,2.351242289,2.577402184,4.733872467,4.353231141,2.914009701,1.039105331,1.599671214,-0.612652833,2.345385593,2.085084537,1.388004028,2.337397656,3.556136236,3.407099149,3.875162259,1.954449425,1.118456892,0.81953167,2.786424111,1.607713814,2.3749469,2.361498873,0.195294766,-2.941341055,1.965657375,2.079229175,0.182693034,0.656485763,0.179566377
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.084012539,-3.111552175,-6.065738569,2.955722519,1.383750704,4.5632095,1.747193334,0.599899534,1.825861414,-3.231262222,2.160556312,-0.163398426,-2.059676851,-2.559644172,0.961955354,2.530578819,2.050567151,0.564168715,-3.561518835,-3.402898057
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.76684319,7.449211606,6.092435277,4.554453644,8.333335657,4.50800457,4.115152848,2.508800884,8.082910435,8.679342173,10.25873091,11.33697068,10.18243362,39.48709518,19.19011491,35.62533797,-12.58209117,-24.04920607,0.474405278,2.552937158,5.095329281,-3.097520399,5.60824068,7.508902307,-2.33294933,-0.803597737,-17.14604221,12.84535325,8.54530999,5.192237276,6.112503481,-3.09014565,3.946555006,3.712754841,4.973847764,3.625049022,5.738367394,3.477833588,-8.932622804,-1.882966396,2.135233421,-0.249033169,2.247330012,0.689543058,3.900705466,-3.634637434,6.486620089,-3.030191697,-1.195859535,9.135591749,7.091753341,5.251076921,5.638414048,4.314877126
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.573569963,1.327993179,3.956241167,5.038282449,2.788976828,2.049311178,2.310965101,3.984737995,2.052445651,2.668168065,3.481785765,4.227470722,6.538229154,-2.519781974,-1.549433246,3.028329852,2.596265856,4.130616496,3.676572556,-2.169388775,-0.8472865,2.075532329,4.202239918,2.258058002,3.545139139,3.160473477,5.546185543,5.934067298,2.517933063,0.537079783,-1.23631876,0.446953446,2.645596881,4.02496314,4.919509639,2.667812646,3.098960561,3.376468167,3.112744032,3.79884463,2.75803547,2.493914266,3.336664571,2.488458121,2.996358264,2.661822553,2.586036583,-0.466876766,-4.19194486,1.54017665,1.972398563,1.179056123,2.159903871,2.940253234
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,7.535631294,6.249999544,4.456334814,4.778149725,12.05211625,2.470936125,2.836873807,6.482761546,8.80829341,7.380945301,6.097564234,6.896550161,7.429127692,7.370346072,4.576266275,5.267423656,2.001538541,4.301886844,5.426922971,4.94165542,-8.175275893,1.282042848,5.555558079,-7.195201896,-14.7882259,-21.10000057,-44.89999991,-29.30000147,-10.39999328,2.599995222,11.20000269,10.51904065,3.104903424,2.869256461,1.838341787,4.805452136,5.473838085,11.05810212,5.857329773,9.599640804,9.383276297,12.34399988,2.314047429,-3.775774557,6.253028626,7.199999063,6.182117328,3.319930795,4.766442435
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.429674012,4.109158606,4.405974201,2.209327505,1.36899887,-4.258290372,3.075364052,0.368860329,6.006174964,9.723472587,5.216124557,-2.4876554,2.884584195,6.852516832,-12.43162902,-3.530182806,2.274107244,8.475935599,-2.514941418,0.471695943,-3.503066947,-6.92365041,-4.563737506,8.647569458,5.091617273,5.199160679,4.794898878,5.628168765,5.0858727,3.328817883,5.28182629,3.879419253,4.850000564,3.299999591,4.11241904,4.602461045,4.196357576,4.700390779,4.39999686,3.700000115,4,4.499999699,5.199999984,5.59999999,5.900003953,6.399912419,4.346819153,9.149799094,4.845756132,7.899740293,14.04600263,9.292511869,7.312525021,3.985865624
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299938845,6.308116697,4.003476013,4.324062754,2.613423005,3.2709473,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272561,2.496728569,1.757682351,4.936932709,-0.280192286,1.936217423,3.90876145,3.944111989,2.299999238,0.399998601
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,0,9.576143464,2.435522882,6.153846574,-0.065877033,0.24170478,9.250329251,5.878793617,12.39342908,7.351225734,3.439576058,6.316446315,-1.328183166,6.270079608,3.32189401,-0.764582639,10.88322777,3.535257305,-0.812264661,4.091070738,2.454332596,4.476826924,5.895721872,3.558879369,3.107039256,3.378688939,3.012101064,0.154346248,0.881848176,2.223545592,4.899999092,3.499998513,6.399999316,5.500000174,5.800000236,-3.250000307,6.869999803,7.049999934,-0.941675912,1.124099702,3.631025533,5.734641946,6.449695858,6.524632607,-4.328668868,5.862230311,4.780907872,0.877460551
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-3.910967458,6.374860894,1.10989279,4.559241048,7.84558432,4.943455305,-7.170069971,13.12604338,1.994144363,-15.9526515,18.16752815,4.200082135,-3.398287429,9.109222986,4.166492897,-0.793847626,2.900000007,4.599999988,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.265425195,2.309750124,3.204668686,3.204910483,3.314407697,4.432021672,9.028655594,-2.233317539,0.32869042,2.540286296
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.769420503,2.201675946,5.004387196,1.011381671,12.90517887,-2.330556357,4.436737362,2.655262182,-1.229178079,-1.758564084,-1.022238918,34.74532004,11.03321304,16.66883555,17.48626375,66.57999726,149.9729635,23.77448233,25.66401544,18.21377995,63.37987543,19.46283403,13.95525032,37.99872686,16.74870061,7.704917606,12.25217091,9.908375613,-4.534718957,-3.825021882,1.939084068,5.760498708,-6.512923046,-0.304094544
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.1495374,1.533518906,10.13605526,8.258340252,9.39266085,6.098846533,5.481437166,6.664109252,9.899730172,7.95448744,7.841177059,10.16015109,8.092378719,-6.438240631,6.366808657,6.851897985,2.941001771,7.246863293,3.282080248,0.677131022,-1.553721208,-1.132647548,-1.078622365,2.010580447,2.509556546,0.517660063,-2.258863465,4.287861609,3.800000011,0,3.100000032,0.700000005,-1.599999997,2.000000001,2.099719735,2.862128921,4.48419912,3.8949048,3.072596659,4.205155374,3.843332937,3.922871842,5.794531264,5.060992565,0.599142055,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935,-3.198239636,0.653982658
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,5.414719583,6.011886135,-0.445671335,0.852286353,4.925457783,2.926100764,4.784730549,8.081464069,8.2495912,11.14979523,3.428210656,6.072043095,5.19924531,2.296901551,-0.296422603,-2.639664954,2.753406261,2.503940065,4.057409389,4.608848939,6.541905963,10.07249863,1.872901282,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27306387,-4.017708784,6.150583245,0.949050949,-6.613909911,-0.511266938,0.764824541,-1.155295307,2.352301955,5.684821218
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.06085429,6.177273186,6.806008415,5.706253256,0.646239391,5.95920961,8.822314651,6.016717122,4.860598687,8.676005423,0.665280665,-4.419661297,3.45721694,-5.179615706,3.656387665,7.097322567,5.515873016,5.60361038,6.65954416,-11.71953255,-0.113464448,-5.111700114,-5.027932961,5.924369748,3.728679096,1.529636711,1.468926554,7.757980698,1.377884947,7.10159701,1.269035533,-0.971177945,-0.3796267,2.667513496,1.979585524,4.468980892,5.513059779,0.345909084,-5.411986294,,,,,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.298518348,3.536501264,9.541043929,4.632992432,4.361769315,5.512103989,4.112175617,8.766035054,4.736909015,5.707883599,5.58375455,7.333051621,6.782834332,6.375029904,1.949990826,7.387265623,7.809220685,4.996689821,4.713456087,3.759978164,0.646858611,-3.530089009,-2.572091444,0.496697749,-0.609338954,0.143049598,3.543983305,3.89238706,3.942589519,3.10256318,3.658248747,4.838338808,3.927131992,4.033741477,4.948547507,2.957779899,4.364089932,4.993527823,3.847062161,3.608868745,2.332576319,3.866624226,2.530790344,3.15208189,3.260110599,5.379776896,6.304056628,3.28107989,0.526043034,2.869487492,4.162049143,2.969857204,3.69758565,4.249773525
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.689524309,1.104925811,-12.27865726,11.36028238,10.54101876,5.233273894,4.31362183,1.024827553,6.994386657,4.255456893,3.112850845,-3.317670936,1.244719353,7.70283995,8.483021513,1.536913278,-2.63867966,-1.806188772,-1.835696261,1.733889727,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602236,0.899396595,-3.693533101,-4.944413088,-3.038084903,5.984609957,7.831446686,8.213837994,8.523309353,4.986313614,7.883466726,6.226948358,-1.708567128,2.969880978,-1.376727515,2.249999297,1.051000768,-1.00525525,3.293924791,-1.956911156,5.129609355,7.020313451,1.976647058,3.31862417,4.370869417,5.437126058,4.816458917,5.22162589,
